applicant_id,age,gender,marital_status,education_level,employment_type,years_employed,annual_income,monthly_income,income_stability_score,has_co_signer,num_dependents,credit_score,credit_history_length_years,num_open_accounts,num_credit_inquiries_6m,debt_to_income_ratio,previous_defaults,bankruptcy_history,loan_amount,loan_term_months,loan_purpose,interest_rate,has_collateral,loan_to_value_ratio,savings_balance,checking_balance,investment_portfolio_value,monthly_expenses,has_direct_deposit,application_date,application_channel,relationship_tenure_years,defaulted
APP_00010670,21,Female,Married,Master,Unemployed,3,92030.0,7669.17,7,No,3,541.0,9,10,2,24.17,0,No,54928.0,36,Debt Consolidation,6.72,Yes,42.66,3759.37,2973.23,4787.98,6053.45,No,2023-04-18,Online,1,No
APP_00010671,39,Male,Single,Bachelor,Full-time,7,55450.0,4620.83,7,Yes,4,589.0,1,9,1,55.87,0,No,36315.0,48,Debt Consolidation,7.6,No,78.9,17911.51,3154.45,11972.3,2829.44,No,2023-03-21,Branch,4,Yes
APP_00010672,33,Male,Divorced,High School,Full-time,3,34921.0,2910.08,4,No,2,785.0,3,12,1,4.71,0,No,22241.0,36,Car,10.02,Yes,53.53,15474.95,18745.84,11847.26,1680.36,Yes,2023-09-19,Online,8,No
APP_00010673,22,Male,Divorced,Bachelor,Unemployed,7,96429.0,8035.75,8,Yes,1,638.0,15,6,2,39.91,0,No,35698.0,60,Education,6.78,No,64.21,11549.89,7686.17,75263.68,3862.48,Yes,2023-06-09,Branch,7,No
APP_00010674,36,Male,Married,High School,Self-employed,4,98709.0,8225.75,10,Yes,2,734.0,2,11,1,54.58,0,No,26023.0,60,Home,6.49,Yes,63.24,38051.6,3624.91,5288.28,7323.6,No,2023-03-28,Online,5,No
APP_00010675,27,Female,Single,Bachelor,Full-time,3,29731.0,2477.58,6,Yes,1,734.0,18,9,1,13.63,0,No,35351.0,60,Home,9.25,Yes,16.63,3877.73,4847.13,4724.43,1814.69,Yes,2023-02-22,Online,0,No
APP_00010676,46,Female,Married,Bachelor,Retired,0,33190.0,2765.83,8,No,2,647.0,16,8,1,23.58,0,No,8997.0,72,Home,13.69,No,81.25,50713.88,1913.45,5621.66,1124.48,No,2023-07-21,Online,5,No
APP_00010677,29,Male,Married,Bachelor,Retired,3,32903.0,2741.92,8,No,0,620.0,5,6,0,25.84,0,No,11549.0,240,Car,3.07,Yes,80.55,5059.58,211.68,15182.85,1282.22,Yes,2023-11-01,Branch,2,No
APP_00010678,41,Male,Married,High School,Full-time,12,34342.0,2861.83,7,Yes,2,623.0,4,7,1,39.8,2,No,29574.0,12,Business,8.77,No,57.29,7034.17,1679.36,74796.79,2081.79,Yes,2023-04-03,Online,23,No
APP_00010679,38,Male,Single,Master,Unemployed,1,34251.0,2854.25,7,No,2,751.0,6,8,3,40.35,0,No,9494.0,12,Medical,11.07,Yes,12.76,676.42,5111.92,25059.61,2395.49,Yes,2023-10-12,Online,4,No
APP_00010680,22,Female,Divorced,Master,Part-time,2,61962.0,5163.5,7,No,0,692.0,12,10,2,20.03,0,No,33972.0,24,Education,4.68,No,82.52,14931.33,244.58,73131.55,4583.46,Yes,2023-05-02,Phone,10,No
APP_00010681,36,Male,Married,High School,Unemployed,2,51950.0,4329.17,5,Yes,1,710.0,10,4,2,23.72,0,No,21389.0,36,Education,8.67,Yes,88.89,6971.26,7237.77,22434.2,2701.63,Yes,2023-03-03,Branch,23,No
APP_00010682,39,Female,Married,High School,Full-time,15,33001.0,2750.08,7,No,1,849.0,16,7,2,47.9,0,Yes,12514.0,180,Debt Consolidation,14.84,Yes,71.81,,6056.54,52049.88,1420.8,No,2023-01-09,Online,2,No
APP_00010683,23,Female,Divorced,Master,Retired,15,31959.0,2663.25,6,Yes,1,664.0,2,7,0,64.97,0,No,32774.0,48,Home,10.79,Yes,52.44,15913.94,8065.33,11652.95,1072.41,No,2023-09-27,Online,2,No
APP_00010684,27,Male,Married,Master,Self-employed,2,109799.0,9149.92,7,No,0,664.0,0,8,3,43.4,0,No,24540.0,36,Home,7.94,No,85.88,14643.07,34.34,737.84,5348.66,Yes,2023-02-26,Online,1,No
APP_00010685,39,Female,Divorced,Bachelor,Self-employed,0,52567.0,4380.58,8,Yes,0,651.0,0,9,4,10.71,1,No,12762.0,240,Business,5.88,Yes,80.27,40951.48,2007.84,28762.11,2955.55,Yes,2023-03-24,Online,5,Yes
APP_00010686,51,Male,Single,Bachelor,Retired,6,82085.0,6840.42,5,No,0,662.0,15,10,3,65.93,0,No,30528.0,48,Home,6.1,Yes,41.26,25408.23,1863.74,33699.98,5046.29,Yes,2023-12-24,Phone,1,No
APP_00010687,36,Male,Single,Bachelor,Self-employed,3,107410.0,8950.83,7,No,1,638.0,17,14,0,37.5,0,No,19696.0,60,Car,11.19,Yes,59.49,25528.69,1976.8,62981.26,3886.28,Yes,2023-02-23,Online,3,No
APP_00010688,47,Male,Married,Master,Part-time,0,104995.0,8749.58,5,Yes,3,742.0,8,7,3,21.94,0,No,25020.0,24,Debt Consolidation,3.88,No,66.73,25931.71,3463.98,26333.52,3732.39,Yes,2023-01-10,Online,5,No
APP_00010689,50,Male,Married,High School,Self-employed,1,30617.0,2551.42,10,No,2,461.0,0,9,4,17.55,1,No,18686.0,36,Business,4.93,Yes,50.95,43693.09,11393.5,3648.82,2080.75,No,2023-04-11,Online,6,Yes
APP_00010690,24,Male,Single,Bachelor,Part-time,1,54494.0,4541.17,5,No,1,688.0,3,6,1,40.77,0,No,10102.0,60,Home,2.28,No,77.51,6443.58,949.71,12701.79,1936.21,Yes,2023-07-21,Online,1,No
APP_00010691,55,Female,Single,Bachelor,Self-employed,2,27375.0,2281.25,8,No,1,760.0,8,7,1,9.76,0,No,40969.0,84,Car,8.05,Yes,47.16,6108.38,7276.53,97017.78,1767.68,Yes,2023-12-21,Online,16,No
APP_00010692,44,Female,Married,Master,Unemployed,4,78252.0,6521.0,9,No,1,617.0,0,9,3,59.18,1,No,14854.0,36,Home,4.26,No,66.78,14845.2,7698.38,9989.77,3569.66,No,2023-05-24,Online,2,Yes
APP_00010693,36,Female,Single,Master,Self-employed,2,80903.0,6741.92,6,Yes,1,636.0,12,9,0,45.6,0,No,16961.0,24,Home,7.18,Yes,81.49,9641.25,1331.28,32079.72,5799.74,Yes,2023-01-12,Online,6,No
APP_00010694,28,Female,Single,High School,Full-time,3,92984.0,7748.67,10,No,0,652.0,11,7,4,30.34,0,No,57211.0,84,Home,6.73,No,38.96,33387.08,901.32,18274.36,3199.46,No,2023-11-25,Branch,1,No
APP_00010695,34,Male,Single,Bachelor,Full-time,1,74101.0,6175.08,6,No,1,724.0,2,6,1,39.13,0,No,13356.0,60,Education,8.08,No,91.41,18872.05,2200.8,23327.49,3051.07,Yes,2023-11-18,Online,11,No
APP_00010696,39,Male,Married,Bachelor,Full-time,3,69082.0,5756.83,6,Yes,2,660.0,1,8,3,48.6,0,No,69035.0,120,Education,11.45,Yes,54.84,1956.21,4416.65,62334.36,3943.54,Yes,2023-08-19,Online,3,No
APP_00010697,36,Male,Married,PhD,Unemployed,1,26691.0,2224.25,7,No,0,623.0,3,10,0,33.73,1,No,38323.0,60,Medical,6.42,No,83.6,7620.12,848.06,14119.14,1289.71,Yes,2023-01-15,Online,1,Yes
APP_00010698,66,Female,Single,Bachelor,Full-time,1,14882.0,1240.17,10,No,1,721.0,1,9,2,22.97,0,No,21008.0,60,Debt Consolidation,6.14,Yes,65.46,59208.47,3928.93,7387.47,996.11,Yes,2023-03-14,Branch,1,No
APP_00010699,33,Female,Divorced,Bachelor,Full-time,0,60879.0,5073.25,7,No,1,449.0,6,7,1,54.08,0,Yes,9482.0,72,Home,5.45,No,78.14,14500.0,1545.17,122014.7,3040.64,Yes,2023-03-23,Online,1,Yes
APP_00010700,36,Female,Married,High School,Full-time,2,38555.0,3212.92,7,No,1,813.0,3,11,0,17.62,0,No,55320.0,84,Debt Consolidation,6.3,No,93.84,28546.79,17771.2,16003.54,1796.45,Yes,2023-10-02,Online,4,No
APP_00010701,30,Female,Married,Bachelor,Full-time,2,69018.0,5751.5,9,No,2,656.0,1,7,0,47.86,0,No,9475.0,72,Medical,9.15,No,40.8,39736.89,13759.29,25661.23,3456.36,Yes,2023-07-28,Online,0,No
APP_00010702,47,Female,Married,Bachelor,Full-time,7,88626.0,7385.5,5,No,2,715.0,7,13,4,39.37,0,No,45666.0,60,Home,5.11,Yes,64.74,40188.35,10121.03,10684.0,4719.03,Yes,2023-07-24,Online,0,No
APP_00010703,32,Male,Single,PhD,Part-time,6,132578.0,11048.17,10,No,0,800.0,1,7,5,15.22,0,No,10231.0,24,Business,12.97,No,12.9,9782.59,5779.12,3559.88,8714.18,Yes,2023-08-29,Online,10,Yes
APP_00010704,56,Male,Single,High School,Full-time,4,62401.0,5200.08,6,No,3,668.0,3,14,3,29.05,0,No,40479.0,36,Car,9.28,No,41.64,9911.26,5065.32,19621.89,4388.98,No,2023-08-21,Online,4,No
APP_00010705,27,Male,Single,Bachelor,Full-time,4,34524.0,2877.0,10,No,1,605.0,5,6,0,20.72,0,No,11229.0,84,Car,16.15,Yes,39.46,,1340.32,50834.53,1952.68,Yes,2023-05-25,Branch,1,No
APP_00010706,25,Male,Married,Bachelor,Retired,3,67947.0,5662.25,8,No,0,603.0,1,7,1,40.38,0,No,28593.0,84,Education,0.83,No,18.79,,3656.1,871.17,4982.89,Yes,2023-04-11,Online,4,No
APP_00010707,57,Male,Married,Bachelor,Self-employed,8,55068.0,4589.0,5,No,3,,8,9,0,6.48,0,No,11277.0,180,Business,6.63,No,64.66,12800.72,11062.47,41131.14,3647.22,No,2023-11-03,Online,24,No
APP_00010708,35,Female,Married,Bachelor,Full-time,8,75132.0,6261.0,8,No,1,627.0,4,4,1,11.38,1,No,31332.0,24,Home,6.6,No,48.2,14884.54,9423.18,4116.8,4701.35,Yes,2023-08-12,Online,9,No
APP_00010709,29,Male,Married,High School,Full-time,1,78420.0,6535.0,6,No,0,551.0,5,6,3,52.67,0,No,14252.0,24,Home,9.69,No,56.26,1371.55,4848.37,63790.21,2782.82,Yes,2023-03-23,Online,7,Yes
APP_00010710,21,Male,Divorced,PhD,Self-employed,0,25962.0,2163.5,10,Yes,1,810.0,2,7,4,15.84,0,No,22856.0,240,Home,-1.66,Yes,22.2,35528.47,703.44,45537.97,893.03,Yes,2023-07-07,Phone,6,No
APP_00010711,51,Male,Married,High School,Full-time,0,128727.0,10727.25,5,Yes,0,741.0,19,4,3,15.52,0,No,21517.0,36,Debt Consolidation,15.7,Yes,44.95,14328.28,5200.28,703.49,5682.68,Yes,2023-05-18,Online,9,No
APP_00010712,23,Female,Married,Bachelor,Full-time,4,167527.0,13960.58,7,No,1,674.0,4,8,2,31.02,0,No,38039.0,60,Car,6.41,No,84.37,14844.25,6551.13,13180.23,10396.15,Yes,2023-05-23,Online,6,No
APP_00010713,35,Male,Married,High School,Part-time,8,54325.0,4527.08,9,No,1,739.0,28,19,1,9.35,1,No,27786.0,120,Debt Consolidation,6.23,Yes,49.36,12594.24,6088.39,28951.32,3335.08,No,2023-04-25,Branch,4,No
APP_00010714,35,Male,Married,High School,Part-time,4,58689.0,4890.75,7,No,0,669.0,18,4,3,32.44,1,No,17351.0,36,Car,7.97,No,91.33,3693.59,1267.52,21749.51,2072.95,Yes,2023-07-07,Online,4,No
APP_00010715,34,Female,Single,Bachelor,Full-time,0,130039.0,10836.58,8,No,0,634.0,4,8,3,70.26,0,No,31168.0,60,Car,9.13,No,79.61,9643.76,1807.54,42192.65,9698.6,Yes,2023-01-07,Online,6,Yes
APP_00010716,39,Male,Single,High School,Full-time,3,12982.0,1081.83,9,Yes,3,683.0,3,7,2,16.89,0,No,62669.0,84,Car,11.31,No,43.05,66895.05,7213.23,2869.48,812.92,Yes,2023-09-10,Online,3,No
APP_00010717,34,Female,Married,Master,Full-time,1,137832.0,11486.0,7,Yes,3,850.0,2,6,4,45.54,0,No,59627.0,12,Home,5.2,Yes,71.64,4285.65,438.4,35441.83,8308.73,Yes,2023-05-06,Online,2,No
APP_00010718,40,Female,Single,Bachelor,Part-time,19,85252.0,7104.33,9,No,1,788.0,1,9,0,17.75,0,No,15421.0,48,Home,6.58,No,19.2,494.38,3819.75,19664.45,4960.65,Yes,2023-02-01,Phone,5,No
APP_00010719,44,Female,Married,Bachelor,Part-time,4,32496.0,2708.0,8,No,1,739.0,6,7,3,29.29,0,No,20527.0,36,Home,5.51,No,30.62,7229.9,19642.74,77218.93,1710.09,Yes,2023-09-02,Online,0,No
APP_00010720,26,Male,Married,High School,Full-time,3,49569.0,4130.75,6,No,0,765.0,23,8,4,34.19,0,No,37459.0,60,Car,9.13,No,73.97,24582.6,19077.64,26265.85,3242.61,Yes,2023-10-03,Online,5,No
APP_00010721,45,Female,Married,High School,Full-time,1,125109.0,10425.75,9,No,1,588.0,0,3,0,28.56,0,No,29426.0,60,Car,5.08,No,84.47,19037.71,2890.08,3692.16,8533.87,Yes,2023-08-08,Online,16,Yes
APP_00010722,51,Female,Single,PhD,Full-time,1,169876.0,14156.33,10,No,1,753.0,2,8,2,24.6,0,No,49968.0,48,Debt Consolidation,8.7,Yes,70.18,11523.84,595.21,53064.37,10008.42,Yes,2023-09-26,Online,0,No
APP_00010723,21,Female,Divorced,High School,Full-time,10,54186.0,4515.5,6,No,2,651.0,0,12,1,20.8,1,No,11644.0,12,Car,5.64,No,70.15,8297.79,5014.15,7155.15,3881.28,Yes,2023-12-23,Branch,4,Yes
APP_00010724,51,Male,Married,Master,Full-time,3,44373.0,3697.75,7,No,2,664.0,28,12,2,10.14,0,No,20978.0,36,Debt Consolidation,10.06,Yes,52.85,1148.08,2788.48,11556.12,1634.75,Yes,2023-11-26,Online,10,No
APP_00010725,29,Male,Single,High School,Full-time,0,131266.0,10938.83,9,No,0,790.0,29,8,2,28.16,0,No,20248.0,360,Car,7.49,Yes,78.39,,3690.26,8710.16,9033.71,Yes,2023-11-02,Online,5,No
APP_00010726,48,Male,Single,Master,Self-employed,9,76146.0,6345.5,10,No,2,771.0,0,8,1,3.93,0,No,21202.0,84,Car,9.9,Yes,92.62,8971.11,59.63,9620.41,2659.45,Yes,2023-11-02,Online,3,Yes
APP_00010727,44,Male,Single,Bachelor,Full-time,8,52122.0,4343.5,6,No,1,719.0,7,6,1,59.73,1,No,29776.0,72,Home,3.23,Yes,39.13,6681.78,1274.51,1878.91,2191.93,Yes,2023-06-25,Online,8,Yes
APP_00010728,36,Male,Single,Bachelor,Full-time,4,24613.0,2051.08,7,No,1,633.0,9,4,1,2.87,0,No,22313.0,84,Education,12.1,Yes,82.33,7067.2,2220.8,17852.27,1103.94,Yes,2023-05-03,Online,16,Yes
APP_00010729,49,Male,Married,High School,Full-time,2,146929.0,12244.08,9,No,0,672.0,1,6,0,34.72,0,No,39244.0,360,Home,5.95,Yes,62.2,78694.76,6350.73,64589.62,10182.54,Yes,2023-03-24,Online,6,No
APP_00010730,54,Female,Married,High School,Full-time,11,80446.0,6703.83,5,No,1,642.0,15,8,2,16.51,0,No,27917.0,84,Education,7.63,No,31.23,39690.38,6493.93,33424.46,5510.92,No,2023-06-23,Online,6,No
APP_00010731,30,Male,Divorced,High School,Self-employed,6,41809.0,3484.08,4,No,0,593.0,14,9,2,32.67,0,No,43922.0,60,Home,2.72,No,15.26,9528.23,17095.67,638.18,2839.22,Yes,2023-12-22,Online,28,No
APP_00010732,37,Female,Married,Bachelor,Full-time,4,62337.0,5194.75,5,No,1,749.0,13,4,1,36.89,0,No,15872.0,48,Medical,8.79,Yes,36.09,,13669.83,28481.32,3014.39,No,2023-08-13,Phone,5,No
APP_00010733,42,Female,Single,Bachelor,Full-time,3,73724.0,6143.67,7,No,2,649.0,5,5,1,11.65,0,No,21988.0,48,Debt Consolidation,5.54,No,92.9,72284.36,1353.99,8520.0,4188.04,Yes,2023-07-20,Phone,1,No
APP_00010734,21,Male,Married,High School,Full-time,0,109915.0,9159.58,6,Yes,1,568.0,12,6,0,14.36,0,No,30354.0,36,Home,8.69,No,70.84,4088.02,9886.9,10421.68,6978.2,Yes,2023-08-31,Online,1,No
APP_00010735,38,Male,Married,High School,Retired,2,77888.0,6490.67,9,Yes,1,605.0,0,10,5,26.18,0,No,17696.0,60,Car,6.87,No,74.48,38008.72,4922.57,15315.97,4193.78,Yes,2023-01-31,Branch,0,No
APP_00010736,51,Male,Single,High School,Full-time,1,73720.0,6143.33,6,No,0,627.0,6,8,1,27.08,0,No,18137.0,240,Home,13.91,Yes,31.22,413.92,4633.63,4128.44,3809.44,Yes,2023-11-12,Online,3,No
APP_00010737,53,Male,Divorced,High School,Self-employed,7,68800.0,5733.33,4,No,3,640.0,25,6,5,26.05,0,No,25983.0,60,Home,10.33,No,42.83,5892.4,3837.32,21237.29,3007.67,Yes,2023-04-11,Online,8,No
APP_00010738,35,Male,Married,High School,Self-employed,17,118680.0,9890.0,6,Yes,3,750.0,31,10,3,15.71,0,No,11695.0,48,Car,11.54,Yes,60.44,1637.48,1063.71,32627.3,,No,2023-11-13,Online,2,No
APP_00010739,41,Female,Married,High School,Full-time,6,18129.0,1510.75,6,No,2,672.0,5,5,2,47.63,0,No,12791.0,180,Home,7.34,No,92.63,5566.58,2510.42,30025.47,1093.99,Yes,2023-03-26,Online,3,No
APP_00010740,40,Female,Divorced,High School,Full-time,5,64792.0,5399.33,5,No,0,703.0,3,9,4,21.91,0,No,25546.0,72,Business,9.27,Yes,44.73,17276.65,6105.35,5110.93,3047.25,No,2023-12-27,Phone,0,No
APP_00010741,45,Female,Single,Master,Full-time,6,76384.0,6365.33,7,No,0,729.0,7,9,3,14.98,2,No,42434.0,72,Home,7.84,Yes,52.17,29240.17,2129.45,3364.09,4414.62,No,2023-05-01,Online,6,No
APP_00010742,52,Male,Married,Bachelor,Full-time,1,70167.0,5847.25,10,Yes,1,548.0,3,4,0,16.27,0,No,18025.0,60,Car,8.41,No,85.46,5743.58,2894.14,31057.13,3464.9,Yes,2023-09-29,Branch,18,No
APP_00010743,47,Male,Married,Bachelor,Full-time,9,56604.0,4717.0,10,No,5,639.0,2,9,0,27.57,0,No,24534.0,84,Education,3.5,No,60.18,19025.63,2371.08,7346.25,2374.75,Yes,2023-04-04,Online,0,No
APP_00010744,21,Male,Married,High School,Full-time,6,53700.0,4475.0,2,No,0,682.0,2,8,1,6.85,0,Yes,11767.0,60,Car,9.76,Yes,48.69,4500.66,2526.25,22322.22,3187.32,Yes,2023-07-21,Online,6,No
APP_00010745,52,Female,Divorced,Bachelor,Full-time,2,33110.0,2759.17,6,No,2,721.0,2,13,3,23.73,0,No,38901.0,72,Home,5.74,No,73.58,2305.69,2032.15,27835.29,1572.33,No,2023-07-04,Branch,3,No
APP_00010746,43,Male,Divorced,PhD,Full-time,1,51281.0,4273.42,6,Yes,3,651.0,4,3,3,20.74,1,No,21609.0,180,Car,2.25,No,79.42,2200.64,204.85,10339.38,1837.19,No,2023-04-05,Online,11,No
APP_00010747,45,Male,Married,Master,Full-time,4,86095.0,7174.58,4,No,2,737.0,2,12,0,41.56,0,No,17668.0,72,Education,9.47,No,23.31,,2733.76,13857.19,6126.43,No,2023-11-12,Branch,8,No
APP_00010748,40,Male,Married,High School,Part-time,5,55534.0,4627.83,7,No,1,708.0,6,5,2,17.05,0,No,50455.0,60,Home,6.05,No,57.77,9268.66,902.6,12159.92,,Yes,2023-08-05,Branch,5,No
APP_00010749,40,Male,Divorced,Master,Self-employed,12,87563.0,7296.92,7,No,2,725.0,2,9,3,22.31,0,No,23207.0,12,Car,7.49,No,62.67,12327.58,479.47,21856.74,4607.26,Yes,2023-08-12,Phone,8,No
APP_00010750,45,Male,Single,High School,Full-time,6,101012.0,8417.67,7,No,5,717.0,12,5,3,2.34,0,No,23990.0,72,Home,12.44,Yes,90.04,13572.32,6395.11,13610.1,4968.39,Yes,2023-01-14,Online,7,Yes
APP_00010751,47,Male,Married,Master,Part-time,15,28658.0,2388.17,7,No,0,759.0,3,7,4,4.01,0,No,30297.0,60,Debt Consolidation,5.46,No,48.64,925.42,721.06,51588.28,1895.83,Yes,2023-12-10,Online,2,No
APP_00010752,26,Female,Married,PhD,Full-time,2,79838.0,6653.17,9,Yes,0,657.0,2,10,2,44.91,0,No,28572.0,60,Home,5.86,Yes,51.59,9571.69,1785.75,6578.86,5752.81,Yes,2023-12-03,Online,2,No
APP_00010753,29,Male,Single,Master,Full-time,0,21842.0,1820.17,9,No,1,548.0,0,7,3,13.79,0,Yes,36182.0,180,Car,9.41,No,74.23,47177.08,1865.47,4566.72,792.05,Yes,2023-03-12,Online,13,No
APP_00010754,29,Male,Married,Bachelor,Full-time,5,31290.0,2607.5,7,No,3,641.0,3,10,2,14.65,1,No,30701.0,24,Car,9.49,No,41.77,2153.39,4924.56,70481.86,1896.05,Yes,2023-10-28,Online,3,Yes
APP_00010755,42,Male,Married,High School,Full-time,4,39321.0,3276.75,4,No,1,675.0,8,8,3,52.63,0,No,19508.0,84,Home,11.45,Yes,51.74,7353.57,1349.33,40940.32,2505.26,Yes,2023-08-30,Online,0,No
APP_00010756,63,Female,Single,Master,Part-time,8,22602.0,1883.5,6,No,0,728.0,18,11,0,20.83,1,No,18143.0,60,Home,7.29,No,68.23,31924.99,1309.1,68147.0,1239.63,No,2023-12-15,Online,6,Yes
APP_00010757,57,Male,Divorced,Bachelor,Self-employed,1,128085.0,10673.75,10,Yes,2,796.0,0,5,1,68.66,0,No,14086.0,72,Home,8.31,No,62.88,19272.33,764.85,20596.57,5662.78,Yes,2023-07-10,Online,0,No
APP_00010758,37,Male,Married,High School,Full-time,1,80618.0,6718.17,5,No,1,611.0,0,9,4,44.17,0,No,14043.0,24,Business,12.1,No,62.37,10308.56,10331.07,11724.13,4163.33,Yes,2023-12-13,Online,19,No
APP_00010759,39,Female,Married,High School,Self-employed,9,42983.0,3581.92,8,No,1,731.0,3,7,1,70.09,0,No,36416.0,60,Home,5.61,No,75.14,25560.88,4327.62,21672.71,3008.07,No,2023-01-12,Branch,12,No
APP_00010760,47,Male,Married,Bachelor,Full-time,5,101370.0,8447.5,7,No,2,736.0,0,7,0,25.54,0,No,7453.0,36,Car,12.47,No,44.25,13996.21,1480.54,22665.16,6154.04,Yes,2023-08-17,Online,17,No
APP_00010761,65,Male,Single,Master,Full-time,1,69160.0,5763.33,5,Yes,2,677.0,2,6,2,19.42,1,No,18977.0,72,Education,2.55,No,8.16,7345.08,20644.52,980.89,3211.84,Yes,2023-01-27,Online,7,No
APP_00010762,43,Female,Single,High School,Full-time,7,40323.0,3360.25,6,No,0,649.0,16,5,2,55.86,1,Yes,17665.0,180,Business,1.96,Yes,44.12,13639.76,218.35,30055.82,2977.91,Yes,2023-12-31,Online,8,Yes
APP_00010763,37,Female,Single,Master,Full-time,9,29250.0,2437.5,8,No,1,,0,4,2,13.07,0,No,17002.0,240,Home,0.64,No,62.77,2472.34,8218.55,33089.22,1944.39,No,2023-05-15,Online,2,No
APP_00010764,36,Female,Single,Bachelor,Full-time,5,111264.0,9272.0,7,No,2,587.0,15,8,1,33.99,0,No,44276.0,36,Debt Consolidation,3.61,Yes,98.07,44350.69,161.9,54457.99,4671.83,Yes,2023-06-03,Branch,0,Yes
APP_00010765,26,Male,Single,Bachelor,Unemployed,2,31832.0,2652.67,5,No,0,530.0,2,8,1,77.97,0,No,17211.0,48,Personal,8.94,Yes,27.1,12495.9,549.51,1150.23,1091.9,Yes,2023-07-16,Branch,4,Yes
APP_00010766,44,Female,Single,High School,Self-employed,2,151256.0,12604.67,6,No,3,749.0,19,5,3,48.4,0,No,24147.0,60,Debt Consolidation,6.65,No,72.29,61314.69,9673.7,28862.39,6103.95,Yes,2023-06-26,Online,6,No
APP_00010767,48,Female,Single,High School,Self-employed,2,158792.0,13232.67,10,No,1,739.0,6,7,0,34.07,0,No,87430.0,84,Home,9.95,Yes,80.71,37572.79,3302.17,45011.96,11411.67,Yes,2023-08-12,Branch,3,No
APP_00010768,34,Female,Married,Bachelor,Self-employed,0,139736.0,11644.67,7,No,3,761.0,7,7,2,28.79,0,No,61905.0,72,Medical,7.4,No,51.1,32651.2,1140.35,1977.07,6199.15,Yes,2023-07-03,Phone,2,No
APP_00010769,44,Male,Single,High School,Full-time,20,80325.0,6693.75,6,No,0,695.0,3,8,1,10.93,2,No,95657.0,120,Car,8.79,No,35.33,32536.88,1226.22,31253.47,5642.84,Yes,2023-08-11,Online,1,No
APP_00010770,25,Male,Married,Master,Full-time,5,38391.0,3199.25,7,No,0,706.0,10,7,1,25.16,1,No,22996.0,84,Home,7.35,Yes,51.4,13028.75,2279.86,34182.35,2358.06,Yes,2023-11-16,Online,0,No
APP_00010771,41,Female,Divorced,High School,Part-time,15,80488.0,6707.33,10,No,2,541.0,7,5,0,10.67,0,No,13963.0,36,Car,6.16,No,72.0,68409.65,3922.09,4616.67,4579.92,No,2023-04-24,Online,4,No
APP_00010772,27,Female,Married,Bachelor,Full-time,1,55906.0,4658.83,8,No,3,685.0,1,5,3,56.78,0,No,17954.0,72,Personal,3.86,No,43.99,598.86,2120.68,40475.58,4083.51,No,2023-06-03,Online,3,No
APP_00010773,48,Female,Single,Master,Retired,1,41260.0,3438.33,9,No,4,731.0,2,8,1,47.25,0,No,41742.0,36,Debt Consolidation,9.69,Yes,67.37,12077.41,1392.0,17858.87,2292.82,Yes,2023-04-07,Online,0,No
APP_00010774,42,Male,Married,Bachelor,Full-time,5,53399.0,4449.92,6,No,2,721.0,0,7,0,47.23,0,No,12388.0,240,Education,7.37,No,47.36,22322.78,1449.81,14248.96,3356.22,Yes,2023-10-13,Branch,4,No
APP_00010775,39,Male,Married,PhD,Self-employed,1,40312.0,3359.33,6,No,0,623.0,4,9,0,37.3,0,No,23766.0,60,Medical,13.16,No,65.6,6242.35,154.78,2029.81,2305.53,No,2023-10-12,Branch,1,No
APP_00010776,35,Male,Married,High School,Full-time,7,141739.0,11811.58,10,No,1,695.0,4,14,2,26.11,0,No,12628.0,360,Debt Consolidation,7.66,No,48.18,1695.38,4824.28,6802.37,10432.44,No,2023-02-14,Branch,1,No
APP_00010777,53,Female,Married,Master,Full-time,10,57985.0,4832.08,7,No,3,814.0,10,11,0,36.7,0,Yes,59300.0,60,Medical,8.02,Yes,48.11,12097.81,4656.05,13613.18,4015.5,Yes,2023-08-05,Online,1,No
APP_00010778,45,Female,Married,High School,Self-employed,7,92084.0,7673.67,7,No,0,715.0,2,8,1,10.08,0,No,39551.0,72,Debt Consolidation,1.54,Yes,39.48,7102.63,2226.81,7516.27,6103.63,Yes,2023-12-29,Branch,29,No
APP_00010779,27,Male,Divorced,High School,Self-employed,5,18655.0,1554.58,8,Yes,1,850.0,5,11,4,30.81,0,No,25361.0,60,Car,7.45,No,67.11,19141.47,552.1,49029.15,1013.18,Yes,2023-09-09,Phone,2,No
APP_00010780,42,Female,Married,Bachelor,Full-time,1,113179.0,9431.58,6,Yes,0,736.0,8,13,4,42.75,0,No,20924.0,12,Education,8.89,No,79.09,5464.67,2026.34,33456.27,4385.89,Yes,2023-03-13,Online,3,No
APP_00010781,30,Female,Single,PhD,Full-time,0,47636.0,3969.67,8,No,3,615.0,13,7,1,12.94,0,No,15314.0,36,Home,10.95,Yes,59.0,8861.17,10966.44,30890.15,3378.23,No,2023-06-17,Online,4,No
APP_00010782,24,Male,Married,High School,Full-time,2,44353.0,3696.08,7,No,1,621.0,15,8,3,23.6,0,No,59947.0,60,Car,12.56,No,44.94,5662.19,16781.57,27370.93,2047.46,Yes,2023-05-04,Online,1,No
APP_00010783,40,Female,Single,Bachelor,Full-time,4,68411.0,5700.92,10,No,1,775.0,12,4,1,21.27,0,No,24840.0,36,Car,7.15,Yes,50.86,8423.66,5755.11,42572.86,4616.33,Yes,2023-11-26,Online,1,No
